SeriesInstanceUID,dcm_file_count
1.2.826.0.1.3680043.8.498.12347055276337846049366361289397195955,43
1.2.826.0.1.3680043.8.498.12347926213130794273996638800714446689,112
1.2.826.0.1.3680043.8.498.12350098936065287452240094953067719513,26
1.2.826.0.1.3680043.8.498.12353110435884602801871933818554913230,180
1.2.826.0.1.3680043.8.498.12354933117451731774971409609987105627,23
1.2.826.0.1.3680043.8.498.12356213647263814629765845148859853799,124
1.2.826.0.1.3680043.8.498.12357121969169051847536257283484696822,271
1.2.826.0.1.3680043.8.498.12360983684134431979244650401222391756,141
1.2.826.0.1.3680043.8.498.12364034444749603976971141707725427696,294
1.2.826.0.1.3680043.8.498.12372284943208508603352754896942488368,328
1.2.826.0.1.3680043.8.498.12374752403783349102546526766715997429,140
1.2.826.0.1.3680043.8.498.12376710427769411080484416089188556331,54
1.2.826.0.1.3680043.8.498.12377155151589873645837955727634799845,144
1.2.826.0.1.3680043.8.498.12377686166052928192948832127897589515,27
1.2.826.0.1.3680043.8.498.12379753978895456210815389491197673090,140
1.2.826.0.1.3680043.8.498.12380499709465363493618622668043159616,35
1.2.826.0.1.3680043.8.498.12381982931099040847878620672215752014,242
1.2.826.0.1.3680043.8.498.12393407174741113415167024081413413015,31
1.2.826.0.1.3680043.8.498.12395815325736621438415643606005428361,152
1.2.826.0.1.3680043.8.498.12404338914317411875740142484426009041,833
1.2.826.0.1.3680043.8.498.12405204215288893586940888595361671445,507
1.2.826.0.1.3680043.8.498.12405604723460452770859005096354276447,28
1.2.826.0.1.3680043.8.498.12407614373501882731529060672482643600,25
1.2.826.0.1.3680043.8.498.12411385447624063295840102291571847254,168
1.2.826.0.1.3680043.8.498.12412223511598721311168684280852330858,1
1.2.826.0.1.3680043.8.498.12414676932619115297252555276994688493,36
1.2.826.0.1.3680043.8.498.12416614428246579915511841892673218446,501
1.2.826.0.1.3680043.8.498.12417556036267496999043487074355095861,34
1.2.826.0.1.3680043.8.498.12417812802739470803778652141958787654,1
1.2.826.0.1.3680043.8.498.12422303795564129548193564629590565506,36
1.2.826.0.1.3680043.8.498.12422621211595379677237188478862033894,160
1.2.826.0.1.3680043.8.498.12427930128533148989436011949311706348,120
1.2.826.0.1.3680043.8.498.12428729551142593337563343821218583282,1
1.2.826.0.1.3680043.8.498.12429635975527127104137271595066628497,96
1.2.826.0.1.3680043.8.498.12429701931419060664260395752264966193,220
1.2.826.0.1.3680043.8.498.12431566170114237049804941439611442561,152
1.2.826.0.1.3680043.8.498.12432695928785505525561980033327322109,1
1.2.826.0.1.3680043.8.498.12436318923202350286653394159962027494,192
1.2.826.0.1.3680043.8.498.12439194154694990803137107370078606298,164
1.2.826.0.1.3680043.8.498.12439782289683573985877621914547408777,289
1.2.826.0.1.3680043.8.498.12441162319546681669473175046832256169,120
1.2.826.0.1.3680043.8.498.12443471217495231360492290894390820321,250
1.2.826.0.1.3680043.8.498.12446281331750763891623994042635789764,148
1.2.826.0.1.3680043.8.498.12447797975778424066887941637869655361,35
1.2.826.0.1.3680043.8.498.12447817694064591748577360641349188090,655
1.2.826.0.1.3680043.8.498.12455982127248689200438654527589279967,152
1.2.826.0.1.3680043.8.498.12473196638219298610688934567539690820,271
1.2.826.0.1.3680043.8.498.12474340538560785906692728859848237772,1
1.2.826.0.1.3680043.8.498.12474487049003384289877306014849762703,27
1.2.826.0.1.3680043.8.498.12482428455439451027293424480057135963,224
1.2.826.0.1.3680043.8.498.12486479242882602057232647422235251647,367
1.2.826.0.1.3680043.8.498.12489658274770676294400707135302468868,360
1.2.826.0.1.3680043.8.498.12491515622688100918540750494574682489,449
1.2.826.0.1.3680043.8.498.12492362700469202238915318980576041092,266
1.2.826.0.1.3680043.8.498.12493339874681767727057414274529377824,40
1.2.826.0.1.3680043.8.498.12494015239084769073053882080975529940,615
1.2.826.0.1.3680043.8.498.12496263791516585389219131548131765033,1
1.2.826.0.1.3680043.8.498.12497051706237588977461305745885841123,152
1.2.826.0.1.3680043.8.498.12510021855520344031681088163018665763,40
1.2.826.0.1.3680043.8.498.12512200059309744090555713145834344731,77
1.2.826.0.1.3680043.8.498.12514375678506541946497124851118027372,30
1.2.826.0.1.3680043.8.498.12518584980445160726354195254538686218,75
1.2.826.0.1.3680043.8.498.12522151917351281052037311019570804526,467
1.2.826.0.1.3680043.8.498.12522296397681102745910516339101399775,1
1.2.826.0.1.3680043.8.498.12532560574992288713472921292410437443,38
1.2.826.0.1.3680043.8.498.12539533910666273861284368629186616050,389
1.2.826.0.1.3680043.8.498.12539765487097665668491273307702651555,573
1.2.826.0.1.3680043.8.498.12544874973715280090908957025485048988,688
1.2.826.0.1.3680043.8.498.12545853763909490945357341746645895973,356
1.2.826.0.1.3680043.8.498.12546769076777087156777791784509095485,114
1.2.826.0.1.3680043.8.498.12553979818616131178178955680399332740,40
1.2.826.0.1.3680043.8.498.12560846864188427576292762072388936025,837
1.2.826.0.1.3680043.8.498.12562065364529542585642940561860470992,1
1.2.826.0.1.3680043.8.498.12573616844307661808763317164656442641,1
1.2.826.0.1.3680043.8.498.12573893572440376626999762163343482617,239
1.2.826.0.1.3680043.8.498.12578932327180811375280323872998223305,79
1.2.826.0.1.3680043.8.498.12580092698623970054522854736675927797,402
1.2.826.0.1.3680043.8.498.12581119625529069494306486093282472851,25
1.2.826.0.1.3680043.8.498.12586810217886674863139138773014854362,361
1.2.826.0.1.3680043.8.498.12588498264773677087804762247273776724,40
1.2.826.0.1.3680043.8.498.12589439245179440405153858235660640780,1
1.2.826.0.1.3680043.8.498.12590763621735499231881845385814728127,33
1.2.826.0.1.3680043.8.498.12594767856833866929395619688146373539,671
1.2.826.0.1.3680043.8.498.12596128978137943163590960542839054794,649
1.2.826.0.1.3680043.8.498.12599949899303626834019437026959015488,81
1.2.826.0.1.3680043.8.498.12600056406312244714678292907491453656,320
1.2.826.0.1.3680043.8.498.12602225955569395299290535892788571191,224
1.2.826.0.1.3680043.8.498.12602983763656209025686025448018565887,60
1.2.826.0.1.3680043.8.498.12611565756522535998610297617657060257,120
1.2.826.0.1.3680043.8.498.12612286652419821069031666542219571179,81
1.2.826.0.1.3680043.8.498.12619443654565132581276765334838671451,226
1.2.826.0.1.3680043.8.498.12622956403455083995861226016692333558,31
1.2.826.0.1.3680043.8.498.12629606026299312109067965348976090641,192
1.2.826.0.1.3680043.8.498.12631054207797452365297882973682984338,88
1.2.826.0.1.3680043.8.498.12632803970245323052846508069387595471,32
1.2.826.0.1.3680043.8.498.12637026271551344399505895925672809652,704
1.2.826.0.1.3680043.8.498.12642123514482812585484721894795362953,762
1.2.826.0.1.3680043.8.498.12643389559187584408818046910100498341,457
1.2.826.0.1.3680043.8.498.12646074628554469041238041497708152243,237
1.2.826.0.1.3680043.8.498.12650876435739991135029635497093669845,172
1.2.826.0.1.3680043.8.498.12653178960664846345719303688810175199,36
1.2.826.0.1.3680043.8.498.12657027847441954067546823921048609265,164
1.2.826.0.1.3680043.8.498.12657866377259426932577960725887441807,199
1.2.826.0.1.3680043.8.498.12663043296024718394241759878578283788,264
1.2.826.0.1.3680043.8.498.12663099737884495675525119454913855379,27
1.2.826.0.1.3680043.8.498.12670007487881895282928186229342817722,19
1.2.826.0.1.3680043.8.498.12670948681347049804040657662086023321,264
1.2.826.0.1.3680043.8.498.12673643803944601577444149332299677746,407
1.2.826.0.1.3680043.8.498.12676706040263781467959812472511321338,270
1.2.826.0.1.3680043.8.498.12678335693807172643996346542543962330,27
1.2.826.0.1.3680043.8.498.12681632874108808552989763748783449621,701
1.2.826.0.1.3680043.8.498.12684291952124999798414209390527363090,1
1.2.826.0.1.3680043.8.498.12689434055249010471294038842762780795,1
1.2.826.0.1.3680043.8.498.12690206392054795906332999981572996772,574
1.2.826.0.1.3680043.8.498.12692616089466590520270033842868529594,1
1.2.826.0.1.3680043.8.498.12698414972925690401962538837733418537,266
1.2.826.0.1.3680043.8.498.12700332124626636746202482175325221615,858
1.2.826.0.1.3680043.8.498.12700872353363167106861381975015764190,203
1.2.826.0.1.3680043.8.498.12706859606180457340177450363193534915,18
1.2.826.0.1.3680043.8.498.12708888878504493399279973049317439312,116
1.2.826.0.1.3680043.8.498.12709802490782896897031103447163443069,232
1.2.826.0.1.3680043.8.498.12714440886924426856330954535423508054,175
1.2.826.0.1.3680043.8.498.12715554282099043880224769962930386104,29
1.2.826.0.1.3680043.8.498.12728183785254712151383963626267095002,39
1.2.826.0.1.3680043.8.498.12728673314202261946006501700986267847,289
1.2.826.0.1.3680043.8.498.12731166731428722510842096480704381330,1
1.2.826.0.1.3680043.8.498.12731733295475850026950417751633282355,944
1.2.826.0.1.3680043.8.498.12737259220094937754608026664490599717,41
1.2.826.0.1.3680043.8.498.12738197045940382225945069441968982443,230
1.2.826.0.1.3680043.8.498.12743083402126679385964805363054623625,205
1.2.826.0.1.3680043.8.498.12743697388623706895068112317536093070,135
1.2.826.0.1.3680043.8.498.12748553442563892568486109441828169485,196
1.2.826.0.1.3680043.8.498.12748716782089334402948609986195561053,186
1.2.826.0.1.3680043.8.498.12754621213831983134209152548119057365,1
1.2.826.0.1.3680043.8.498.12754683106524042476713981170961832046,131
1.2.826.0.1.3680043.8.498.12755431275570887169612662798577533114,23
1.2.826.0.1.3680043.8.498.12756587355483854748651248147071033593,1
1.2.826.0.1.3680043.8.498.12756867725208440565869103805440982692,20
1.2.826.0.1.3680043.8.498.12757357133792187301197783226670673410,478
1.2.826.0.1.3680043.8.498.12758736618988515010018422939437420249,50
1.2.826.0.1.3680043.8.498.12768843892616555302989444677286558651,39
1.2.826.0.1.3680043.8.498.12768946906475118304805063956738593766,192
1.2.826.0.1.3680043.8.498.12770079617987902223529061793713164924,39
1.2.826.0.1.3680043.8.498.12770456875224939344443432497461039858,205
1.2.826.0.1.3680043.8.498.12770501568519222742057605780878525454,205
1.2.826.0.1.3680043.8.498.12771264483023351659054093916186607438,1
1.2.826.0.1.3680043.8.498.12772323578791857331374859030689951073,248
1.2.826.0.1.3680043.8.498.12773309706735630359315214846273921394,42
1.2.826.0.1.3680043.8.498.12775735303688343281964920057296806827,258
1.2.826.0.1.3680043.8.498.12780116426159918728945213894055885771,25
1.2.826.0.1.3680043.8.498.12780653871292315233707346032936297475,191
1.2.826.0.1.3680043.8.498.12780687841924878965940656634052376723,256
1.2.826.0.1.3680043.8.498.12783622935785716668512735728775001109,1274
1.2.826.0.1.3680043.8.498.12785431846985468993547361223366847766,199
1.2.826.0.1.3680043.8.498.12792960392435514526913217158720555996,164
1.2.826.0.1.3680043.8.498.12793911083560852883305394390863360338,240
1.2.826.0.1.3680043.8.498.12794331293854296811281317765261625367,127
1.2.826.0.1.3680043.8.498.12797331480404837909944833408241341668,324
1.2.826.0.1.3680043.8.498.12798939255564412292278346320153882165,162
1.2.826.0.1.3680043.8.498.12801865970840276310164853094382820043,39
1.2.826.0.1.3680043.8.498.12802999673402957279087791178667608096,249
1.2.826.0.1.3680043.8.498.12803193618276623824221823905815029240,20
1.2.826.0.1.3680043.8.498.12811680534901449059987971517124435760,449
1.2.826.0.1.3680043.8.498.12812390336793304037901571645929430100,144
1.2.826.0.1.3680043.8.498.12812696108978410475211305827801160521,1
1.2.826.0.1.3680043.8.498.12813565901564977994662924864827111603,29
1.2.826.0.1.3680043.8.498.12815904350261771244578304250230946332,206
1.2.826.0.1.3680043.8.498.12816912981502105776196758943549317815,191
1.2.826.0.1.3680043.8.498.12821030325057451794033542804285567094,162
1.2.826.0.1.3680043.8.498.12821104928632006844311361610308141307,1
1.2.826.0.1.3680043.8.498.12822083904286675851327477468386959603,176
1.2.826.0.1.3680043.8.498.12824728338625521396232571862310818525,224
1.2.826.0.1.3680043.8.498.12825523136836357323011301114814014712,20
1.2.826.0.1.3680043.8.498.12825643148797192628815893777142889808,148
1.2.826.0.1.3680043.8.498.12825915697994433749153654505304894236,36
1.2.826.0.1.3680043.8.498.12827021438462657962780487665266252591,140
1.2.826.0.1.3680043.8.498.12829395253364827707081791959083813349,228
1.2.826.0.1.3680043.8.498.12839466771864800815812254356415908097,24
1.2.826.0.1.3680043.8.498.12840405718404369648526433955906121504,569
1.2.826.0.1.3680043.8.498.12841324089904326147806302897094159826,40
1.2.826.0.1.3680043.8.498.12845611577557696257029345327334123903,41
1.2.826.0.1.3680043.8.498.12849066235914045823374700584228505473,132
1.2.826.0.1.3680043.8.498.12850038780221869034416665594671591955,304
1.2.826.0.1.3680043.8.498.12852569019276094295791857301592992390,43
1.2.826.0.1.3680043.8.498.12853357156338527864351400357706364446,142
1.2.826.0.1.3680043.8.498.12855868015450418408008576598903291210,176
1.2.826.0.1.3680043.8.498.12855970357368747197041770188150157925,500
1.2.826.0.1.3680043.8.498.12857454186395917421805638781810607706,292
1.2.826.0.1.3680043.8.498.12862388161362720660586535861772881691,650
1.2.826.0.1.3680043.8.498.12864114377853848570707096336643146558,547
1.2.826.0.1.3680043.8.498.12865774709682776381069576000477285261,188
1.2.826.0.1.3680043.8.498.12868346318708641335885753115779937180,1
1.2.826.0.1.3680043.8.498.12869600187010209940230704337229597106,176
1.2.826.0.1.3680043.8.498.12873050136415197430227722045995986358,45
1.2.826.0.1.3680043.8.498.12877160848609921408798000233874048417,790
1.2.826.0.1.3680043.8.498.12879586467207424758901255751333225206,256
1.2.826.0.1.3680043.8.498.12881005228349140037967309185096891968,204
1.2.826.0.1.3680043.8.498.12888459003897616398890411591973176636,75
1.2.826.0.1.3680043.8.498.12891492227106037684435067469543328731,127
1.2.826.0.1.3680043.8.498.12892386288917075193482381027665487134,392
1.2.826.0.1.3680043.8.498.12896910506681881306246412668919668702,28
1.2.826.0.1.3680043.8.498.12898332622076283462996059479076432725,607
1.2.826.0.1.3680043.8.498.12903625369717969995445864163016669287,1
1.2.826.0.1.3680043.8.498.12903717039792869467373823954631668258,172
1.2.826.0.1.3680043.8.498.12904246053955178641505906243733756576,240
1.2.826.0.1.3680043.8.498.12908012314335421407757322293013891802,26
1.2.826.0.1.3680043.8.498.12911349185179947172094877375947991069,1
1.2.826.0.1.3680043.8.498.12914952223659958493995413641114579279,30
1.2.826.0.1.3680043.8.498.12915179727194415481397915131280479144,45
1.2.826.0.1.3680043.8.498.12916264976347902537242004435106512151,1
1.2.826.0.1.3680043.8.498.12918251637909273921623603185110335529,240
1.2.826.0.1.3680043.8.498.12919439894090507148887582098796768644,212
1.2.826.0.1.3680043.8.498.12921638961288595885671774628142018097,601
1.2.826.0.1.3680043.8.498.12926411465937700567915186181939447840,349
1.2.826.0.1.3680043.8.498.12927954103285567048906522788559753546,914
1.2.826.0.1.3680043.8.498.12931253924866622180879615978658250006,40
1.2.826.0.1.3680043.8.498.12931684992160546683888810615414490126,212
1.2.826.0.1.3680043.8.498.12935497701084257362651203516344463940,216
1.2.826.0.1.3680043.8.498.12937082136541515013380696257898978214,1
1.2.826.0.1.3680043.8.498.12937815869109289376351795725063083780,200
1.2.826.0.1.3680043.8.498.12941612194948711595693904026837804593,45
1.2.826.0.1.3680043.8.498.12943211828633923038120491103266666123,1
1.2.826.0.1.3680043.8.498.12943830960597325074360336651664841397,160
1.2.826.0.1.3680043.8.498.12951015474717242508280484896941550468,36
1.2.826.0.1.3680043.8.498.12951137257839219980176086318709866065,25
1.2.826.0.1.3680043.8.498.12952434783419596241938447471550315903,281
1.2.826.0.1.3680043.8.498.12955426866012680745915488400295308978,561
1.2.826.0.1.3680043.8.498.12957785074646620218693971699815710028,73
1.2.826.0.1.3680043.8.498.12963086385760057568988690812270292824,77
1.2.826.0.1.3680043.8.498.12966927089973411826595396862924825930,370
1.2.826.0.1.3680043.8.498.12967226597391869080326738748520658930,246
1.2.826.0.1.3680043.8.498.12968158541745230657096587791412921271,1
1.2.826.0.1.3680043.8.498.12977813158523615073003854843859591261,281
1.2.826.0.1.3680043.8.498.12978740352452614978772921888789400559,313
1.2.826.0.1.3680043.8.498.12979142503868963701242534180745551377,416
1.2.826.0.1.3680043.8.498.12980021196548679589156495874810255687,152
1.2.826.0.1.3680043.8.498.12980357830083013429420466985275369814,27
1.2.826.0.1.3680043.8.498.12982184948914694457061834033768910600,1
1.2.826.0.1.3680043.8.498.12985467166817713439135595815203552873,27
1.2.826.0.1.3680043.8.498.12987406240322912321021680105091644889,959
1.2.826.0.1.3680043.8.498.12988296471043300369514549341626260481,166
1.2.826.0.1.3680043.8.498.12989390976355170599070647575976097697,381
1.2.826.0.1.3680043.8.498.12992371310077809042585297492290269305,248
1.2.826.0.1.3680043.8.498.12995138340696850283062384308649756032,595
1.2.826.0.1.3680043.8.498.12996484432894806398582882906813843196,227
1.2.826.0.1.3680043.8.498.12997859271122470270533756093398004888,136
1.2.826.0.1.3680043.8.498.13000852415387509188174728331904885846,120
1.2.826.0.1.3680043.8.498.13001629435974764211403087597568806527,1
1.2.826.0.1.3680043.8.498.13003902046364390609171774142670961050,1
1.2.826.0.1.3680043.8.498.13011719526079081995370478235393393062,186
1.2.826.0.1.3680043.8.498.13016287603897726863314615073473589227,273
1.2.826.0.1.3680043.8.498.13016754871983714150939202322730205882,59
1.2.826.0.1.3680043.8.498.13019087304928548729502130289964448956,220
1.2.826.0.1.3680043.8.498.13026998923170001517175646231774119285,28
1.2.826.0.1.3680043.8.498.13028305875237935190244789331564263016,36
1.2.826.0.1.3680043.8.498.13034538443887306248441446386299392105,671
1.2.826.0.1.3680043.8.498.13035832792413871820010907388005791076,336
1.2.826.0.1.3680043.8.498.13036767060850314524201122065115858751,184
1.2.826.0.1.3680043.8.498.13038612585916787394270769114805405156,136
1.2.826.0.1.3680043.8.498.13040223209195590297598351045188149907,927
1.2.826.0.1.3680043.8.498.13043233553603781549618395316305321837,238
1.2.826.0.1.3680043.8.498.13043787122567765693330800214203706323,40
1.2.826.0.1.3680043.8.498.13045372474309035559088612778704095079,282
1.2.826.0.1.3680043.8.498.13045859220293395242486098609066683294,22
1.2.826.0.1.3680043.8.498.13053087033880468826794041517694398083,283
1.2.826.0.1.3680043.8.498.13056738558448705073525589701207570997,31
1.2.826.0.1.3680043.8.498.13061755340246068548927961761917379792,152
1.2.826.0.1.3680043.8.498.13062319594786775349623199947041787562,40
1.2.826.0.1.3680043.8.498.13064152589894536879935531562942879356,194
1.2.826.0.1.3680043.8.498.13065667360123617850284864321860033504,72
1.2.826.0.1.3680043.8.498.13073713666292733522237058873181445683,204
1.2.826.0.1.3680043.8.498.13077129218417996058410240465283134487,15
1.2.826.0.1.3680043.8.498.13078986446804909952913728407056713347,243
1.2.826.0.1.3680043.8.498.13082901374995188106747434937618821365,492
1.2.826.0.1.3680043.8.498.13084893211847265072466378288860135980,38
1.2.826.0.1.3680043.8.498.13085723672867409725405067987783714820,947
1.2.826.0.1.3680043.8.498.13086185115488285453738133144652757785,337
1.2.826.0.1.3680043.8.498.13098533934904537086526476004218138211,40
1.2.826.0.1.3680043.8.498.13103480066773050654182126074760138654,184
1.2.826.0.1.3680043.8.498.13106857657061883353470187377481431066,324
1.2.826.0.1.3680043.8.498.13107104662850464663235847453726522059,40
1.2.826.0.1.3680043.8.498.13110720220782510999202109702447004876,204
1.2.826.0.1.3680043.8.498.13111535830043623385413594001241319349,786
1.2.826.0.1.3680043.8.498.13112649411925356765453279717965661997,707
1.2.826.0.1.3680043.8.498.13114188875878396198920736061069126501,919
1.2.826.0.1.3680043.8.498.13115732270955095043752083358549890330,281
1.2.826.0.1.3680043.8.498.13123105126369783642471112885144484677,421
1.2.826.0.1.3680043.8.498.13128656559176299272467358793386537400,560
1.2.826.0.1.3680043.8.498.13133570204226777882718436562520989489,1
1.2.826.0.1.3680043.8.498.13134090764530899429725123336891967881,172
1.2.826.0.1.3680043.8.498.13136493605752485257913370363047980616,128
1.2.826.0.1.3680043.8.498.13139865456788372933838435750405427248,232
1.2.826.0.1.3680043.8.498.13146737612230666941756321646604915134,188
1.2.826.0.1.3680043.8.498.13147833123146361984920559476247329885,1
1.2.826.0.1.3680043.8.498.13148061222112408936908228902267474585,192
1.2.826.0.1.3680043.8.498.13148417906699861475204305794480247062,514
1.2.826.0.1.3680043.8.498.13148609168831041631189186802546149084,47
1.2.826.0.1.3680043.8.498.13150129869934291540692273387108477515,180
1.2.826.0.1.3680043.8.498.13152457913019434787350387410585992407,18
1.2.826.0.1.3680043.8.498.13156406346987981587011481688257126658,154
1.2.826.0.1.3680043.8.498.13156502798725503410549126479666198760,1
1.2.826.0.1.3680043.8.498.13156512993705760994052599080492112758,250
1.2.826.0.1.3680043.8.498.13156819427968405341920939838729113222,24
1.2.826.0.1.3680043.8.498.13158128518336766706186160892283751920,30
1.2.826.0.1.3680043.8.498.13161225841062404694029617840587135669,485
1.2.826.0.1.3680043.8.498.13162224431569758514339055061092831621,275
1.2.826.0.1.3680043.8.498.13163672596267436520293424730737461439,869
1.2.826.0.1.3680043.8.498.13171250423357062831858534450765811086,190
1.2.826.0.1.3680043.8.498.13173529695510982743326257379518263371,863
1.2.826.0.1.3680043.8.498.13173539755054667516683343420282062078,152
1.2.826.0.1.3680043.8.498.13176898357134280743606192333210044451,24
1.2.826.0.1.3680043.8.498.13180456634686590919539351476228201976,497
1.2.826.0.1.3680043.8.498.13184066560449608480310912912481401507,24
1.2.826.0.1.3680043.8.498.13185867632993439286148270878470785779,823
1.2.826.0.1.3680043.8.498.13186778477043784156033255053337804221,205
1.2.826.0.1.3680043.8.498.13191938929559870165059345035364870999,643
1.2.826.0.1.3680043.8.498.13197708566735515325139462329314752846,39
1.2.826.0.1.3680043.8.498.13197997239238529781473453300871856964,688
1.2.826.0.1.3680043.8.498.13204666163601973214208117862118143295,345
1.2.826.0.1.3680043.8.498.13205992067355257622598450256145110177,26
1.2.826.0.1.3680043.8.498.13206205565409173541737921356715211873,40
1.2.826.0.1.3680043.8.498.13210576200840518334097859216493820026,1
1.2.826.0.1.3680043.8.498.13211579000683134170787498196999109920,845
1.2.826.0.1.3680043.8.498.13211870437881017321462820325522902241,42
1.2.826.0.1.3680043.8.498.13220934015855999653214593699653129002,240
1.2.826.0.1.3680043.8.498.13224525180219586797860545856267800837,1314
1.2.826.0.1.3680043.8.498.13224560427671011429514423103186975809,30
1.2.826.0.1.3680043.8.498.13227806766082191933302295442463455585,1
1.2.826.0.1.3680043.8.498.13227959419896861950068369339541498562,205
1.2.826.0.1.3680043.8.498.13233292225941177071218277874727836680,370
1.2.826.0.1.3680043.8.498.13237879946021031139539708689269413540,25
1.2.826.0.1.3680043.8.498.13239699846086312767238619277134720909,325
1.2.826.0.1.3680043.8.498.13240779510064390102353887990333899195,152
1.2.826.0.1.3680043.8.498.13242268085150726160958830142049959946,297
1.2.826.0.1.3680043.8.498.13247476664988721300743818268999719066,191
1.2.826.0.1.3680043.8.498.13249596295211127555212903782938437923,41
1.2.826.0.1.3680043.8.498.13255560528351140054227822248955714508,458
1.2.826.0.1.3680043.8.498.13257324645254014994415817524287919203,373
1.2.826.0.1.3680043.8.498.13265918640900140600694228272276665476,728
1.2.826.0.1.3680043.8.498.13270131170082783547434231511418304200,100
1.2.826.0.1.3680043.8.498.13270606129609501073714150016743571304,1
1.2.826.0.1.3680043.8.498.13271449843321603498036314446111603444,224
1.2.826.0.1.3680043.8.498.13275684275410261726129313833825851086,250
1.2.826.0.1.3680043.8.498.13277213794107910217625753091707007616,79
1.2.826.0.1.3680043.8.498.13277368503690405048709394341682683582,475
1.2.826.0.1.3680043.8.498.13277962627210317866440333144841492664,45
1.2.826.0.1.3680043.8.498.13280183263441170656408922171637103418,41
1.2.826.0.1.3680043.8.498.13282249878664898132433653295005834118,175
1.2.826.0.1.3680043.8.498.13282437273122517758665764189901791066,1
1.2.826.0.1.3680043.8.498.13282628170366689622801643593002775320,192
1.2.826.0.1.3680043.8.498.13284123649566955685755583495322778309,231
1.2.826.0.1.3680043.8.498.13286779961109939785434853233386761511,281
1.2.826.0.1.3680043.8.498.13291063408651022644108066069523360607,273
1.2.826.0.1.3680043.8.498.13294346066878042720376298350662676429,20
1.2.826.0.1.3680043.8.498.13295604322640108174937637168367891322,120
1.2.826.0.1.3680043.8.498.13298649165396629573448258546981873991,331
1.2.826.0.1.3680043.8.498.13299935636593758131187104226860563078,224
1.2.826.0.1.3680043.8.498.13301631859020978516751722390066280106,42
1.2.826.0.1.3680043.8.498.13303771030341915944385400186296907249,312
1.2.826.0.1.3680043.8.498.13306985411405411233855256354167427298,36
1.2.826.0.1.3680043.8.498.13313833485253630466364537738008974370,1
1.2.826.0.1.3680043.8.498.13315907125618079239062922553358400601,886
1.2.826.0.1.3680043.8.498.13327280565080402350866883594532843269,621
1.2.826.0.1.3680043.8.498.13329888307196086611938950427605310813,19
1.2.826.0.1.3680043.8.498.13330094446695328993241937604968455466,431
1.2.826.0.1.3680043.8.498.13332894385252365806484828674115827030,205
1.2.826.0.1.3680043.8.498.13333459058583582124351193231202056619,549
1.2.826.0.1.3680043.8.498.13334658148703615392388818414999249292,1
1.2.826.0.1.3680043.8.498.13335964305225206928775602392466294131,73
1.2.826.0.1.3680043.8.498.13337923695405241957051898371800854265,500
1.2.826.0.1.3680043.8.498.13339453702287018579729252048707127389,264
1.2.826.0.1.3680043.8.498.13341662566869343598207237975748065797,144
1.2.826.0.1.3680043.8.498.13342276044755087577191863810557566420,337
1.2.826.0.1.3680043.8.498.13343871842606617304123319943501775594,33
1.2.826.0.1.3680043.8.498.13343997284356358656545644141412039745,331
1.2.826.0.1.3680043.8.498.13344056746163846087032783578590552560,240
1.2.826.0.1.3680043.8.498.13346948853799859782208861834014074309,188
1.2.826.0.1.3680043.8.498.13347315156681310757788444204834083095,273
1.2.826.0.1.3680043.8.498.13348688449154985775611043453923674406,115
1.2.826.0.1.3680043.8.498.13349122544213415242551250003558366816,76
1.2.826.0.1.3680043.8.498.13351210244468821161270842343557792585,175
1.2.826.0.1.3680043.8.498.13353936844137468495911764308220974409,205
1.2.826.0.1.3680043.8.498.13356186260698881064277219944045916772,67
1.2.826.0.1.3680043.8.498.13356606276376861530476731358572238037,24
1.2.826.0.1.3680043.8.498.13357449270526786778229685454362408924,51
1.2.826.0.1.3680043.8.498.13359737970612926494907045108541390310,278
1.2.826.0.1.3680043.8.498.13360367168266629638875527696789835233,723
1.2.826.0.1.3680043.8.498.13360474568033968557480495959505317735,546
1.2.826.0.1.3680043.8.498.13361082450239845396513079871093850886,328
1.2.826.0.1.3680043.8.498.13363827434648650105971052562293020301,39
1.2.826.0.1.3680043.8.498.13363897289235267814753067983525010231,52
1.2.826.0.1.3680043.8.498.13366884328602627495988583245074587769,43
1.2.826.0.1.3680043.8.498.13368526455721722676241649119183398112,1
1.2.826.0.1.3680043.8.498.13377393892022203175801708136169006679,307
1.2.826.0.1.3680043.8.498.13378390001124190052070266332960118576,542
1.2.826.0.1.3680043.8.498.13381897809166043991522637958719774589,190
1.2.826.0.1.3680043.8.498.13383999413248798547416112334207116647,120
1.2.826.0.1.3680043.8.498.13387175983973680741451115373663405588,20
1.2.826.0.1.3680043.8.498.13389373955551061325767022728379261701,190
1.2.826.0.1.3680043.8.498.13391966756610221553558049060499706558,28
1.2.826.0.1.3680043.8.498.13395172731676150240697103345698109552,32
1.2.826.0.1.3680043.8.498.13399034526202009489685214591304840788,33
1.2.826.0.1.3680043.8.498.13399326339213655892602235517875027547,160
1.2.826.0.1.3680043.8.498.13401162154042035669984519404139506473,281
1.2.826.0.1.3680043.8.498.13403176967518638871906604073431847756,120
1.2.826.0.1.3680043.8.498.13404962502506272633840647292066552562,212
1.2.826.0.1.3680043.8.498.13405596847706070846658673149022601354,1
1.2.826.0.1.3680043.8.498.13466008314837380247272349750937199857,80
1.2.826.0.1.3680043.8.498.13467200378301997896272512222994084703,601
1.2.826.0.1.3680043.8.498.13473872449968303559798055562250335610,30
1.2.826.0.1.3680043.8.498.13495567850179954068150004119668627533,1
